split,model,AUROC,AUPRC,F1,FAR,seed
compositional,VQC,0.5500330979699912,0.8423800358224585,0.6424242424242425,0.8636363636363636,43
compositional,Q-TRACE,0.7549942708333333,0.923316949773221,0.0845969672785315,0.855,43
known (val),XGBoost,0.6691120370370371,0.8640663037076345,0.8544343270550081,0.7641666666666667,44
known (val),RandomForest,0.6102895833333333,0.8594710227726912,0.8122071672787134,0.9275,44
known (val),LogisticRegression,0.7768155092592592,0.92624664501791,0.8548252415603006,0.9758333333333332,44
known (val),SVM,0.7271402777777779,0.8870461690180128,0.8571428571428571,0.6991666666666667,44
known (val),LSTM,0.7432758101851852,0.9070208771446636,0.8435476584851679,0.9025,44
known (val),GRU,0.6304059027777779,0.8495857829715663,0.7904774786960639,1.0,44
known (val),TemporalCNN,0.7679630787037037,0.9204588171069856,0.8571428571428571,0.805,44
known (val),IsolationForest,0.6366069444444444,0.8236141653037821,0.5825458588104503,0.9191666666666668,44
known (val),OneClassSVM,0.54,0.8130554955847714,0.4102564102564102,0.9,44
known (val),Autoencoder,0.7200523148148148,0.8946186234854978,0.0942297511911064,0.765,44
known (val),QuantumKernel,0.4115617715617716,0.7179074699095096,0.8798185941043084,0.8909090909090909,44
known (val),VQC,0.4484382284382284,0.7818493544851925,0.5838509316770186,0.9636363636363636,44
known (val),Q-TRACE,0.6731534722222222,0.880509496789494,0.1347150259067357,0.8958333333333334,44
zero_day,XGBoost,0.5991861111111111,0.8278980967457487,0.7957385242667369,0.8991666666666667,44
zero_day,RandomForest,0.620100462962963,0.8454007639931792,0.7716431677427856,0.9,44
zero_day,LogisticRegression,0.4963708333333333,0.769473231090404,0.8379752966820053,0.9816666666666668,44
zero_day,SVM,0.5182707175925927,0.7563581275206707,0.8263267557298689,0.9991666666666666,44
zero_day,LSTM,0.6073380787037037,0.8386155732823826,0.6565056954917375,0.8,44
zero_day,GRU,0.5677987268518518,0.7444810205727754,0.7511778563015312,0.8166666666666667,44
zero_day,TemporalCNN,0.5059664351851851,0.7504893974981565,0.8571428571428571,0.9,44
zero_day,IsolationForest,0.5316627314814815,0.7231426737940272,0.3963860053825451,0.6591666666666667,44
zero_day,OneClassSVM,0.4166666666666666,0.6622644542869212,0.3720930232558139,0.8,44
zero_day,Autoencoder,0.7544091435185185,0.9085136286752712,0.0769230769230769,0.8866666666666667,44
zero_day,QuantumKernel,0.4269463869463869,0.7825643559700114,0.8662131519274376,0.9636363636363636,44
zero_day,VQC,0.3524941724941725,0.6805634245148388,0.5907692307692308,0.9454545454545454,44
zero_day,Q-TRACE,0.627305324074074,0.81760306503929,0.1054564533053515,0.8675,44
physical_shift,XGBoost,0.5856396990740741,0.773198561805484,0.8528311621307881,0.7533333333333333,44
physical_shift,RandomForest,0.5923418981481482,0.8111185579655293,0.8422313939555319,0.895,44
physical_shift,LogisticRegression,0.7327298611111112,0.9043392387030283,0.793068881569526,0.8375,44
physical_shift,SVM,0.6864870370370371,0.8624256635497642,0.237885462555066,0.7891666666666667,44
physical_shift,LSTM,0.6927467592592593,0.8861924122377731,0.6618106139438086,0.7,44
physical_shift,GRU,0.6289576388888889,0.8228131411586155,0.7203518350015166,0.9908333333333332,44
physical_shift,TemporalCNN,0.5913498842592593,0.83683538191724,0.8608297153883261,0.7941666666666667,44
physical_shift,IsolationForest,0.5127875,0.8044927797927326,0.6217791411042944,0.8958333333333334,44
physical_shift,OneClassSVM,0.5466666666666666,0.7849381308216103,0.5116279069767442,0.9,44
physical_shift,Autoencoder,0.6032925925925926,0.8396760211314654,0.1443298969072164,0.8725,44
physical_shift,QuantumKernel,0.5342657342657342,0.8039805101093367,0.8764044943820225,0.8727272727272727,44
physical_shift,VQC,0.4706759906759907,0.7944228797335662,0.60625,1.0,44
physical_shift,Q-TRACE,0.5666048611111111,0.8179756364669011,0.1031578947368421,0.8983333333333333,44
compositional,XGBoost,0.7124270833333333,0.9222705515269144,0.833705899504325,1.0,44
compositional,RandomForest,0.82089375,0.9539476268089472,0.9014612954186414,0.6283333333333333,44
compositional,LogisticRegression,0.8467574652777778,0.9619391329516208,0.8881676557863502,0.8191666666666667,44
compositional,SVM,0.5873638888888889,0.865839020583159,0.8888888888888888,0.8991666666666667,44
compositional,LSTM,0.7466056423611112,0.9271732411739468,0.8478396994364433,0.7991666666666667,44
compositional,GRU,0.6905907986111111,0.9112050450449988,0.8183729241118352,0.8991666666666667,44
compositional,TemporalCNN,0.7948797743055556,0.9484592817552288,0.8888888888888888,0.8316666666666667,44
compositional,IsolationForest,0.6316605902777778,0.8515499260939576,0.606429684180711,0.9991666666666666,44
compositional,OneClassSVM,0.6224999999999999,0.8664733011367061,0.4727272727272727,0.9,44
compositional,Autoencoder,0.7739723958333333,0.9438640229128654,0.0124223602484472,0.9733333333333334,44
compositional,QuantumKernel,0.5322153574580759,0.8250009259469482,0.9035087719298246,0.9772727272727272,44
compositional,VQC,0.5220653133274492,0.8383140729168072,0.6055045871559633,0.9545454545454546,44
compositional,Q-TRACE,0.7733652777777777,0.9368260934399032,0.0181668042939719,0.8841666666666667,44
known (val),XGBoost,0.8103620370370371,0.9363406301601752,0.8532629196529612,0.7983333333333333,45
known (val),RandomForest,0.8451712962962963,0.948417713192818,0.8753262896208825,0.6066666666666667,45
known (val),LogisticRegression,0.8049182870370372,0.9336470646011932,0.8404452690166976,0.7066666666666667,45
known (val),SVM,0.742382175925926,0.8947051293008108,0.8627049180327869,0.7,45
known (val),LSTM,0.8113798611111112,0.9290484994078028,0.8785046728971962,0.5991666666666666,45
known (val),GRU,0.7689690972222222,0.9169710270111604,0.8680555555555556,0.735,45
known (val),TemporalCNN,0.7801134259259259,0.921518296591404,0.8289322617680827,0.8983333333333333,45
known (val),IsolationForest,0.6544291666666666,0.8444912287162496,0.672254819782062,0.9625,45
known (val),OneClassSVM,0.6321164351851853,0.8468538820212141,0.2857142857142857,0.9,45
known (val),Autoencoder,0.7730606481481481,0.9295617657603064,0.054054054054054,0.965,45
known (val),QuantumKernel,0.5184149184149184,0.8251183100508102,0.8764044943820225,0.8363636363636363,45
known (val),VQC,0.4366899766899766,0.7545865208387577,0.6060606060606061,1.0,45
known (val),Q-TRACE,0.6879118055555555,0.8937966062417244,0.0784627702161729,0.97,45
zero_day,XGBoost,0.2650362268518518,0.6137366969100726,0.7654320987654321,1.0,45
zero_day,RandomForest,0.1988854166666666,0.5929529992120164,0.7678090103966114,1.0,45
zero_day,LogisticRegression,0.3748814814814815,0.6599931546580597,0.661521839790091,0.9075,45
zero_day,SVM,0.3961268518518518,0.7125452098683318,0.6979519869795199,1.0,45
zero_day,LSTM,0.2612988425925926,0.6530272680539972,0.5828483920367534,1.0,45
zero_day,GRU,0.4033224537037037,0.7310021989870775,0.755509463313456,1.0,45
zero_day,TemporalCNN,0.4418798611111111,0.7321440601527853,0.498174865287676,0.8691666666666666,45
zero_day,IsolationForest,0.4391071759259259,0.7516684703509255,0.5843028019007046,1.0,45
zero_day,OneClassSVM,0.3833333333333333,0.7189903543089429,0.2285714285714285,1.0,45
zero_day,Autoencoder,0.6565189814814815,0.8818464998574528,0.126463700234192,0.9825,45
zero_day,QuantumKernel,0.3452680652680652,0.6928460626507714,0.8733031674208145,0.9090909090909092,45
zero_day,VQC,0.5138927738927739,0.8152156178385415,0.6666666666666666,1.0,45
zero_day,Q-TRACE,0.6579298611111111,0.8765681264025997,0.1683621566632757,0.9616666666666668,45
physical_shift,XGBoost,0.6157100694444444,0.8188043850214207,0.8571428571428571,0.8991666666666667,45
physical_shift,RandomForest,0.656616087962963,0.8732456855742466,0.8584714439012758,0.8,45
physical_shift,LogisticRegression,0.687149074074074,0.8865118678662159,0.5191279308926368,0.8908333333333334,45
physical_shift,SVM,0.6034641203703703,0.8245692804508791,0.7419918462434478,0.9991666666666666,45
physical_shift,LSTM,0.6801924768518519,0.8157530030627664,0.6788233270256322,0.8983333333333333,45
physical_shift,GRU,0.5432796296296296,0.833287540748652,0.8560533841754051,0.9075,45
physical_shift,TemporalCNN,0.6492116898148148,0.8716972922174312,0.5565015479876161,0.8991666666666667,45
physical_shift,IsolationForest,0.5966446759259258,0.8396593965410382,0.432726511822557,0.9616666666666668,45
physical_shift,OneClassSVM,0.4633333333333333,0.7267082994607593,0.3809523809523809,0.9,45
physical_shift,Autoencoder,0.6091173611111111,0.8531503026593784,0.061389337641357,0.8991666666666667,45
physical_shift,QuantumKernel,0.4606993006993007,0.7786129592638957,0.8525345622119815,0.9636363636363636,45
physical_shift,VQC,0.4678321678321678,0.7517577179386961,0.4859154929577465,1.0,45
physical_shift,Q-TRACE,0.5382342592592593,0.810798948818394,0.0815347721822542,0.9891666666666666,45
compositional,XGBoost,0.6696658854166666,0.893953818190304,0.8660640920295809,0.7916666666666666,45
compositional,RandomForest,0.645334375,0.8831527932050334,0.8500356815169742,0.7,45
compositional,LogisticRegression,0.8062996527777777,0.9469084790537248,0.876463762000211,0.8116666666666666,45
compositional,SVM,0.5946227430555555,0.8665952892507456,0.8595188595188595,0.8141666666666667,45
compositional,LSTM,0.6013282986111111,0.8231035131268634,0.8007820986313274,1.0,45
compositional,GRU,0.5949396701388889,0.8141878075677617,0.8317757009345794,1.0,45
compositional,TemporalCNN,0.8476692708333333,0.9583444702003424,0.8515497553017944,0.505,45
compositional,IsolationForest,0.9031822916666667,0.976719481513242,0.6787778695293146,0.6183333333333333,45
compositional,OneClassSVM,0.5968958333333334,0.8207368418003986,0.4150943396226415,0.8,45
compositional,Autoencoder,0.8152836805555554,0.951755386386656,0.0185758513931888,0.7708333333333334,45
compositional,QuantumKernel,0.612422771403354,0.894110632764735,0.9035087719298246,0.9318181818181818,45
compositional,VQC,0.353045013239188,0.7407275481508213,0.630057803468208,0.9318181818181818,45
compositional,Q-TRACE,0.8097909722222223,0.9485737893657972,0.0189847296739579,0.8175,45
known (val),XGBoost,0.4771019675925926,0.7808086281748785,0.826332288401254,0.9,46
