config,AUROC,AUPRC,F1,FAR
Q-TRACE (full),0.6300856481481482,0.8585207780178938,0.16279663179382495,0.9333333333333333
Q-TRACE - physics,0.6030384259259259,0.8475235148904245,0.01925722145804677,0.9575
Q-TRACE - quantum,0.6334726851851852,0.8608994333732042,0.044009779951100246,0.9283333333333333
Q-TRACE - temporal,0.5892763888888889,0.8359751289238937,0.06191117092866756,0.9366666666666666
Q-TRACE - uncertainty,0.6348134259259259,0.8624521937136791,0.04613297150610583,0.9283333333333333
