iteration,best_risk_so_far,mean_strength,mean_onset,sigma_strength,sigma_onset,reinflated
0,0.4507676041916124,0.7392202205940633,0.22119706758333388,0.34799151956945973,0.048,False
1,0.4507676041916124,0.6037036733942219,0.21087601997416328,0.2714282005286777,0.048,False
2,0.4134946899490215,0.3557720664166094,0.1938168668156565,0.14852060280920676,0.048,False
3,0.41227356400958676,0.3321227128579754,0.17032431585321678,0.10800000000000001,0.048,False
4,0.410836366799151,0.296075482778169,0.16054392620611735,0.10800000000000001,0.048,False
5,0.39498181033035507,0.24917968341933885,0.17844774721933981,0.10800000000000001,0.05309328834905606,False
6,0.39498181033035507,0.26742591919471276,0.19346600392735702,0.10800000000000001,0.059896700471617215,False
7,0.39498181033035507,0.2743270945142263,0.17375815175258882,0.13742554524419467,0.048,False
8,0.3412172500555022,0.2985301987630895,0.17194591632492295,0.10800000000000001,0.048,False
9,0.3412172500555022,0.3094842702114613,0.16396687820460212,0.10800000000000001,0.048,False
10,0.3412172500555022,0.30413913424961003,0.1682379613252367,0.10800000000000001,0.048,False
11,0.3412172500555022,0.28437194077165684,0.16167565054303537,0.10800000000000001,0.048,False
12,0.3412172500555022,0.26044881184157187,0.1425815685576314,0.10800000000000001,0.048,False
13,0.3412172500555022,0.23669309150008697,0.18948904107863868,0.10800000000000001,0.048,False
14,0.3412172500555022,0.31056857511319574,0.17627655807368853,0.405,0.18,True
15,0.3412172500555022,0.16115945950578514,0.2179280402047614,0.10800000000000001,0.06812331164050191,False
16,0.3412172500555022,0.15976204310615907,0.22796590258874427,0.10800000000000001,0.06871010437204547,False
17,0.3412172500555022,0.1628365350932545,0.20335897970414094,0.10800000000000001,0.048,False
18,0.31794685252714117,0.15,0.2033262726323635,0.10800000000000001,0.048,False
19,0.31794685252714117,0.15,0.20473744095846114,0.10800000000000001,0.048,False
20,0.31794685252714117,0.16585599750367538,0.16170730337442504,0.10800000000000001,0.05124018964678981,False
21,0.31794685252714117,0.2267354716039885,0.14401185948094813,0.10800000000000001,0.048,False
22,0.31794685252714117,0.2267839912903065,0.1548835284386504,0.10800000000000001,0.048,False
23,0.31794685252714117,0.20791967779168163,0.12607800820358434,0.10800000000000001,0.048,False
24,0.31794685252714117,0.15,0.22080478792041644,0.405,0.18,True
25,0.31794685252714117,0.17560458751570227,0.20662022000958116,0.10800000000000001,0.1579679121106667,False
26,0.31794685252714117,0.15482404329474114,0.2659802315854785,0.10800000000000001,0.12184594604926896,False
27,0.31794685252714117,0.15,0.30650162798925573,0.10800000000000001,0.05261480865900945,False
28,0.2948338430172387,0.15321909825043958,0.3305420247027706,0.10800000000000001,0.048,False
29,0.2948338430172387,0.15958469673483575,0.3490085850264477,0.10800000000000001,0.048,False
30,0.2948338430172387,0.17735383362776966,0.343215921081185,0.10800000000000001,0.048,False
31,0.2948338430172387,0.16790382675481713,0.33580350854508473,0.10800000000000001,0.059500401014261385,False
32,0.2948338430172387,0.18110163724664502,0.3262668278523761,0.10800000000000001,0.048,False
33,0.2948338430172387,0.20435956862382174,0.38525911443852784,0.10800000000000001,0.048945547005024334,False
34,0.2948338430172387,0.15,0.328273231582787,0.405,0.18,True
35,0.2948338430172387,0.24349470320221794,0.36268657066564747,0.10800000000000001,0.12619844792345875,False
36,0.2948338430172387,0.2630580320568273,0.2813060371313217,0.10800000000000001,0.11559084672240011,False
37,0.2948338430172387,0.27930279129745494,0.2553920119852044,0.10800000000000001,0.07598441392513898,False
38,0.2948338430172387,0.2801061113842621,0.19663401052940316,0.1137784720718872,0.100558002190432,False
39,0.2948338430172387,0.35087669397598553,0.21965168339874977,0.10800000000000001,0.07634887862091132,False
40,0.2948338430172387,0.15,0.328273231582787,0.405,0.18,True
41,0.2948338430172387,0.2804621626035877,0.3839584812020347,0.14644284613645533,0.19917375086310726,False
42,0.2948338430172387,0.31887152543638664,0.4230925343690001,0.15505888482601618,0.18954339474245266,False
43,0.2948338430172387,0.3547521080144769,0.32144325847415495,0.11270711185289724,0.23442919787717784,False
44,0.2948338430172387,0.31225577594075626,0.234679034234522,0.12227884997555795,0.2209356219680935,False
45,0.2948338430172387,0.22750848725046022,0.22179843498912083,0.10800000000000001,0.12006149404208258,False
46,0.2948338430172387,0.15,0.328273231582787,0.405,0.18,True
47,0.2948338430172387,0.15687620837839522,0.3538833656262039,0.10800000000000001,0.15681622951631147,False
48,0.2948338430172387,0.1735653274913354,0.4121460158075009,0.10800000000000001,0.1357757099807087,False
49,0.2948338430172387,0.17074679926554776,0.32957190370015765,0.10800000000000001,0.1267394317475859,False
50,0.2948338430172387,0.21364638263415817,0.269983099746529,0.10800000000000001,0.12167630120779926,False
51,0.2948338430172387,0.23645364366296898,0.2769491406924939,0.10800000000000001,0.048,False
52,0.2948338430172387,0.15,0.328273231582787,0.405,0.18,True
53,0.2948338430172387,0.1739786443247878,0.4544163319994048,0.10800000000000001,0.21819939727510507,False
54,0.2948338430172387,0.23783598092051075,0.5733059214736582,0.10800000000000001,0.08348086974744405,False
55,0.2948338430172387,0.2343357987734876,0.5976621687718947,0.10800000000000001,0.07004423488164316,False
56,0.2948338430172387,0.21898400013623426,0.6015990780500758,0.10800000000000001,0.048,False
57,0.2948338430172387,0.24652495936400273,0.6155385019448785,0.10800000000000001,0.048,False
58,0.2948338430172387,0.15,0.328273231582787,0.405,0.18,True
59,0.2948338430172387,0.15,0.316183832746176,0.10800000000000001,0.16438520704812598,False
